CODE,DESCRIPTION, CP (BP), CP (GHC) , PRICE ,STOCK AT HAND, STOCK VALUE ,JAN,FEB,MAR,APR,MAY,JUN,JULY,AUG,SEPT,OCT,NOV,DEC,,,,image_url
,MARKSMAN TAPE MASKING 2PC 24MMX15MM, £ 0.85 , GHC  17.00 , GHC  20.00 ,3, GHC  60.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,MICROWAVE FOOD COVER, £ 0.75 , GHC  15.00 , GHC  35.00 ,6, GHC  210.00 ,,,,,,,,,,,,, GHC  -   ,6,,
,PRIMA SCISSORS SET 2PCE, £ 0.70 , GHC  14.00 , GHC  25.00 ,6, GHC  150.00 ,,,,,,,,,,,,, GHC  -   ,6,,
,RYSONS SHOWER CAPS 3PCE, £ 0.75 , GHC  15.00 , GHC  10.00 ,6, GHC  60.00 ,,,,,,,,,,,,, GHC  -   ,6,,
,SIL SHOWER CAPS 2 ASSORTED, £ 0.75 , GHC  15.00 , GHC  25.00 ,3, GHC  75.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,SNAG FREE ENDLESS HAIR 18PK, £ 0.80 , GHC  16.00 , GHC  35.00 ,18,,,,,,,,,,,,,, GHC  -   ,18,,
,SPACE DESIGN ERASERS D000, £ 0.95 , GHC  19.00 , GHC  35.00 ,3, GHC  105.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,TALLON HARDBACK NOTEBOOK A6 WILD DESIGN, £ 0.53 , GHC  10.60 , GHC  25.00 ,7, GHC  175.00 ,,,,,,,,,,,,, GHC  -   ,7,,
,TIME TO PARTY GENERIC NAPKINS 20PK, £ 0.65 , GHC  13.00 , GHC  35.00 ,7, GHC  245.00 ,,,,,,,,,,,,, GHC  -   ,7,,
,XOXO HAAIR BANDS 12PC, £ 0.69 , GHC  13.80 , GHC  25.00 ,6, GHC  150.00 ,,,,,,,,,,,,, GHC  -   ,6,,
,XOXO HAIR TIES WITH BOW 6PC, £ 0.69 , GHC  13.80 , GHC  25.00 ,6, GHC  150.00 ,,,,,,,,,,,,, GHC  -   ,6,,
,ANKER FILE RINGBINDER A4, £ 0.83 , GHC  16.60 , GHC  50.00 ,3, GHC  150.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,ART BOX FUNY FACE STICKERS, £ 0.63 , GHC  12.60 , GHC  45.00 ,1, GHC  45.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,ART BOX GLUE PVA 250ML, £ 0.63 , GHC  12.60 , GHC  35.00 ,4, GHC  140.00 ,,,,,,,,,,,,, GHC  -   ,4,,
,ART BOX LEARNING ALPHABET NUMBERS STICKERS, £ 0.63 , GHC  12.60 , GHC  45.00 ,1, GHC  45.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,ART BOX PENCILS BRIGHT GRIP COLOUR 8, £ 0.63 , GHC  12.60 , GHC  45.00 ,6, GHC  270.00 ,,,,,,,,,,,,, GHC  -   ,6,,
,ART BOX PENCILS 20 COLOUR, £ 0.63 , GHC  12.60 , GHC  40.00 ,10, GHC  400.00 ,,,,,,,,,,,,, GHC  -   ,10,,
,BABY PIPKIN EASYGRIP BABY FEEDING BOTTLE 250ML, £ 0.93 , GHC  18.60 , GHC  50.00 ,4, GHC  200.00 ,,,,,,,,,,,,, GHC  -   ,4,,
,BABY PIPKIN SIPPY CUP WITH HANDLES, £ 0.84 , GHC  16.80 , GHC  35.00 ,4, GHC  140.00 ,,,,,,,,,,,,, GHC  -   ,4,,
,BOXER MENS 3 CAMO BOXERS ASSTD, £ 4.20 , GHC  84.00 , GHC  150.00 ,4, GHC  600.00 ,,,,,,,,,,,,, GHC  -   ,4,,
,BUBBLETASTIC BUBBLES PK3, £ 0.79 , GHC  15.80 , GHC  12.00 ,18,,,,,,,,,,,,,, GHC  -   ,18,,
,CARDED GLITZY GIRL SET, £ 1.10 , GHC  22.00 , GHC  50.00 ,6, GHC  300.00 ,,,,,,,,,,,,, GHC  -   ,6,,
,COUNTRYCLUB PEVA TABLECLOTH DITSY FLORAL 132X178CM, £ 2.30 , GHC  46.00 , GHC  70.00 ,2, GHC  140.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,CRYSTAL STICKER 6MM, £ 0.60 , GHC  12.00 , GHC  25.00 ,1, GHC  25.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,CRYSTAL STICKER 10MM, £ 0.60 , GHC  12.00 , GHC  25.00 ,13, GHC  325.00 ,,,,,,,,,,,,, GHC  -   ,13,,
,DOLLS WITH 4 DRESSES, £ 2.20 , GHC  44.00 , GHC  70.00 ,5, GHC  350.00 ,,,,,,,,,,,,, GHC  -   ,5,,
,ELASTICATED BOX FILES A4 ASSORTED, £ 1.60 , GHC  32.00 , GHC  55.00 ,4, GHC  220.00 ,,,,,,,,,,,,, GHC  -   ,4,,
,FINE ELEMENTS 2 SLICE PLASTIC TOASTER WHITE, £ 8.20 , GHC  164.00 , GHC  280.00 ,2, GHC  560.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,FIRST STEPS MULTITEXTURE TEETHER, £ 0.75 , GHC  15.00 , GHC  35.00 ,4, GHC  140.00 ,,,,,,,,,,,,, GHC  -   ,4,,
,FIRST STEPS PVA BIB WITH POCKET BLUE, £ 0.63 , GHC  12.60 ,,2, GHC  -   ,,,,,,,,,,,,,,2,,
,FIRST STEPS PVA BIB WITH POCKET PINK, £ 0.69 , GHC  13.80 ,,2, GHC  -   ,,,,,,,,,,,,,,2,,
,HAPPY BIRTHDAY BANNER, £ 0.63 , GHC  12.60 , GHC  35.00 ,7, GHC  245.00 ,,,,,,,,,,,,,,7,,
,HAPPY BIRTHDAY NAPKINS 15PK, £ 0.63 , GHC  12.60 , GHC  35.00 ,8, GHC  280.00 ,,,,,,,,,,,,,,8,,
,HAPPY BIRTHDAY PAPER CUPS 10, £ 0.60 , GHC  12.00 , GHC  35.00 ,5, GHC  175.00 ,,,,,,,,,,,,,,5,,
,HAPPY BIRTHDAY PARTY BLOWERS 6PK, £ 0.63 , GHC  12.60 , GHC  35.00 ,4, GHC  140.00 ,,,,,,,,,,,,,,4,,
,HAPPY BIRTHDAY HORNS 6PK, £ 0.74 , GHC  14.80 , GHC  35.00 ,4, GHC  140.00 ,,,,,,,,,,,,,,4,,
,HAPPY BIRTHDAY TABLECLOTH 180X108CM, £ 0.63 , GHC  12.60 , GHC  35.00 ,6, GHC  210.00 ,,,,,,,,,,,,,,6,,
,JUST STATIONERY CORRECTION FLUID PK2, £ 0.63 , GHC  12.60 , GHC  35.00 ,6, GHC  210.00 ,,,,,,,,,,,,,,6,,
,JUST STATIONERY MULTI BALLPOINT PENS 12, £ 0.63 , GHC  12.60 , GHC  35.00 ,13, GHC  455.00 ,,,,,,,,,,,,,,13,,
,JUST STATIONERY PENS DESIGNER BARREL 3, £ 0.63 , GHC  12.60 , GHC  35.00 ,12, GHC  420.00 ,,,,,,,,,,,,,,12,,
,LADIES BUCKET HAT REVERSIBLE CAMO, £ 1.87 , GHC  37.40 , GHC  55.00 ,3, GHC  165.00 ,,,,,,,,,,,,,,3,,
,LADIES BUCKET HAT REVERSIBLE PLANT, £ 1.87 , GHC  37.40 , GHC  55.00 ,3, GHC  165.00 ,,,,,,,,,,,,,,3,,
,MAGIC DRAWING BOARD 2PCE, £ 4.15 , GHC  83.00 , GHC  150.00 ,2, GHC  300.00 ,,,,,,,,,,,,,,2,,
,MAGNETIC SKETCH DRAWING BOARD, £ 3.89 , GHC  77.80 , GHC  130.00 ,2, GHC  260.00 ,,,,,,,,,,,,,,2,,
,MANICURE SET 6PC, £ 1.00 , GHC  20.00 , GHC  40.00 ,6, GHC  240.00 ,,,,,,,,,,,,,,6,,
,MODELLING BALLON KIT 30PC, £ 0.75 , GHC  15.00 , GHC  35.00 ,5, GHC  175.00 ,,,,,,,,,,,,,,5,,
,MONEY TIN BOX ASST MEDIUM, £ 0.75 , GHC  15.00 , GHC  40.00 ,7, GHC  280.00 ,,,,,,,,,,,,,,7,,
,NURSE DOLL 11 INCH, £ 2.85 , GHC  57.00 , GHC  120.00 ,3, GHC  360.00 ,,,,,,,,,,,,,,3,,
,PLASTIC SERVING TRAY TR27, £ 0.71 , GHC  14.20 , GHC  40.00 ,4, GHC  160.00 ,,,,,,,,,,,,,,4,,
,PLASTIC SERVING TRAY TR32, £ 0.90 , GHC  18.00 , GHC  45.00 ,3, GHC  135.00 ,,,,,,,,,,,,,,3,,
,PLASTIC SERVING TRAY TR34, £ 1.34 , GHC  26.80 , GHC  55.00 ,3, GHC  165.00 ,,,,,,,,,,,,,,3,,
,PPS 2PLY 30 NAPKINS BLUE 40X40CM ETA, £ 0.85 , GHC  17.00 , GHC  35.00 ,1, GHC  35.00 ,,,,,,,,,,,,,,1,,
,PPS 2PLY 30 NAPKINS RED 40X40CM, £ 0.85 , GHC  17.00 , GHC  35.00 ,3, GHC  105.00 ,,,,,,,,,,,,,,3,,
,PPS 2PLY 40 NAPKINS BLUE 40X40CM, £ 0.85 , GHC  17.00 , GHC  40.00 ,1, GHC  40.00 ,,,,,,,,,,,,,,1,,
,PUZZLE FAIRY HOME 45PCE, £ 0.69 , GHC  13.80 , GHC  45.00 ,2, GHC  90.00 ,,,,,,,,,,,,,,2,,
,PUZZLE FOOTBALL 45PCE, £ 0.69 , GHC  13.80 , GHC  45.00 ,2, GHC  90.00 ,,,,,,,,,,,,,,2,,
,TEA TOWELS SUPERDRY 3PK, £ 1.40 , GHC  28.00 , GHC  55.00 ,6, GHC  330.00 ,,,,,,,,,,,,,,6,,
,TUFF PEN POTS ASSORTED, £ 0.50 , GHC  10.00 , GHC  20.00 ,5, GHC  100.00 ,,,,,,,,,,,,,,5,,
,WILD BLOOM NOTEBOOK A5, £ 1.25 , GHC  25.00 , GHC  45.00 ,5, GHC  225.00 ,,,,,,,,,,,,,,5,,
,WILD BLOOM TWIN WIRO A4, £ 2.34 , GHC  46.80 , GHC  65.00 ,2, GHC  130.00 ,,,,,,,,,,,,,,2,,
,WIRO NOTEBOOK A4 100 SHEETS, £ 2.15 , GHC  43.00 , GHC  65.00 ,2, GHC  130.00 ,,,,,,,,,,,,,,2,,
,GLITTER BALL 12 INCH WITH SPRING CLIP, £ 1.10 , GHC  22.00 , GHC  50.00 ,4, GHC  200.00 ,,,,,,,,,,,,,,4,,
,IMPERIAL LEATHER HAND WASH GENTLE CARE 300ML 6PK, £ 3.99 , GHC  79.80 , GHC  25.00 ,6, GHC  150.00 ,,,,,,,,,,,,,,6,,
,MARACAS 19CM PK12, £ 6.00 , GHC  120.00 , GHC  12.00 ,24, GHC  288.00 ,,,,,,,,,,,,, GHC  -   ,24,,
,MARBLE BALL 15INCH WITH STRING CLIP, £ 1.10 , GHC  22.00 , GHC  50.00 ,2, GHC  100.00 ,,,,,,,,,,,,,,2,,
,PPS PAPER STRAW STRIPPED 6X197MM 250PCS, £ 1.80 , GHC  36.00 , GHC  60.00 ,4, GHC  240.00 ,,,,,,,,,,,,,,4,,
,PPS PARTY PAPER STRAWS STRIPPED GREEN 10MM, £ 2.97 , GHC  59.40 , GHC  100.00 ,4, GHC  400.00 ,,,,,,,,,,,,,,4,,
,UNICORN BALL WITH KEYRING 9INCH, £ 0.75 , GHC  15.00 , GHC  50.00 ,3, GHC  150.00 ,,,,,,,,,,,,,,3,,
